age,income,credit_score,loan_amount,debt_to_income_pct,num_dependents,years_employed,account_balance,num_prev_loans,monthly_expenses,gender,employment_status,education_level,loan_purpose,region,marital_status,application_year,loan_duration_months,application_date,loan_default
74,29494.71,637,44398.13,53.35,2.0,1.5,449.65,2,7972.62,Female,Full-Time,Master,Home,East,Married,2022,36,2022-02-05,1
28,124343.71,605,15652.91,43.22,2.0,4.5,8526.32,2,41919.43,Male,Part-Time,High School,Medical,East,Single,2020,60,2020-09-03,1
47,24771.44,547,5560.83,13.12,1.0,6.6,5306.17,6,7486.28,Female,Unemployed,High School,Business,West,Single,2017,36,2017-03-11,1
20,22726.25,658,9207.08,10.47,6.0,,1842.16,9,5201.91,Female,Unemployed,Bachelor,Home,East,Married,2016,36,2016-04-13,0
66,21202.28,732,17097.12,23.25,5.0,2.9,3074.3,3,3547.77,Female,Part-Time,Bachelor,Business,South,Married,2022,60,2022-10-08,0
64,97645.08,621,18256.94,31.48,0.0,11.6,11584.91,6,27047.25,Female,Full-Time,High School,Education,South,Married,2018,48,2018-04-02,0
56,42064.32,649,18509.76,21.76,0.0,1.9,16514.12,4,13146.54,Female,Full-Time,,Personal,East,Single,2020,60,2020-12-22,0
50,83631.79,615,23550.16,12.05,1.0,7.0,7324.58,9,16163.61,Female,Full-Time,,Personal,North,Married,2014,60,2014-12-02,0
43,138702.09,701,11871.57,16.28,0.0,19.5,3032.31,2,,Female,Part-Time,Master,Home,North,Divorced,2022,36,2022-12-10,0
50,129539.54,731,54523.58,28.26,4.0,14.4,8817.78,5,36058.39,Male,Self-Employed,,Business,South,Divorced,2020,24,2020-02-13,0
40,24195.51,574,16339.47,23.52,3.0,5.3,446.56,0,9143.61,Male,Full-Time,,Personal,East,Married,2023,36,2023-05-25,0
40,55755.84,659,6203.09,21.58,5.0,4.6,740.39,4,12396.92,Non-Binary,Full-Time,High School,Car,Central,Single,2011,84,2011-09-16,0
72,49168.45,545,9164.36,44.02,6.0,20.5,886.73,4,8417.32,Female,Full-Time,,Business,North,Married,2023,48,2023-03-17,1
74,69576.73,483,23698.22,7.91,5.0,9.9,3008.7,3,13300.76,Male,Full-Time,,Personal,Central,Married,2010,60,2010-06-22,1
34,62140.76,677,8828.41,34.79,4.0,5.2,,9,11083.7,Female,Full-Time,,Personal,West,Divorced,2020,48,2020-10-13,0
24,59781.39,614,2661.4,22.31,1.0,13.6,3479.86,6,13281.06,Female,Full-Time,Bachelor,Education,North,Single,2021,60,2021-08-09,0
45,53029.74,801,12196.56,46.83,3.0,4.1,3886.97,5,9667.1,Male,Unemployed,Bachelor,Car,East,Married,2017,60,2017-08-27,1
52,34283.26,594,6969.77,17.31,1.0,4.0,6201.64,5,9096.27,Male,Unemployed,,Home,West,,2017,48,2017-12-23,0
33,43352.49,607,6135.57,14.55,,14.1,3481.29,6,8745.28,Female,Full-Time,Master,Home,North,Married,2014,36,2014-12-18,0
29,14019.51,552,39978.71,45.77,0.0,2.2,1556.33,2,2373.0,Female,Full-Time,Master,Home,South,Married,2016,84,2016-05-02,1
28,50522.25,674,14487.58,29.95,1.0,1.7,4962.47,1,,Female,Full-Time,PhD,Home,Central,Married,2013,48,2013-04-19,0
26,50583.24,658,23039.95,18.42,1.0,,35012.53,9,15087.21,Male,Retired,,Car,North,Married,2018,84,2018-06-22,0
71,48565.88,557,35824.15,2.13,0.0,0.7,1297.25,5,9272.89,Female,Retired,Master,Education,North,Married,2022,36,2022-12-15,1
70,15655.47,572,15515.29,10.85,,1.9,5372.45,3,,Female,Full-Time,High School,Business,Central,Single,2012,24,2012-08-23,1
24,31367.09,495,17385.55,54.28,0.0,3.7,,2,11362.71,Female,Unemployed,Master,Car,North,,2018,48,2018-11-15,1
22,25539.76,591,11340.3,42.72,1.0,0.8,,5,5761.35,Female,Full-Time,Master,Car,Central,Married,2012,48,2012-08-14,1
49,75909.16,622,6779.83,17.0,4.0,5.1,8810.89,8,22420.68,Male,Full-Time,High School,Home,Central,Married,2024,60,2024-10-28,1
74,24814.85,839,33157.54,22.68,,0.2,806.13,2,4836.25,Female,Unemployed,,Personal,East,Married,2011,48,2011-02-11,1
62,54315.5,682,13312.67,20.86,6.0,0.5,6581.1,8,12309.37,Female,Retired,Bachelor,Personal,South,Single,2020,60,2020-11-07,0
65,41701.67,707,14374.78,54.81,2.0,27.7,11260.95,2,14615.19,Female,Full-Time,,Car,West,Married,2016,48,2016-09-14,0
33,46034.69,629,13087.77,9.94,6.0,6.6,755.34,5,16511.79,Female,Retired,High School,Medical,North,Married,2024,84,2024-02-21,0
56,,617,11296.0,14.59,4.0,13.3,,8,8055.41,Male,Part-Time,High School,Car,South,Divorced,2017,60,2017-04-23,0
28,51943.95,612,19070.2,21.97,1.0,14.3,15214.03,5,,Female,Self-Employed,,Business,Central,Married,2014,12,2014-05-14,1
49,46290.72,548,9434.48,53.8,6.0,1.9,59423.55,2,13107.34,Male,Full-Time,Bachelor,Medical,Central,Married,2016,84,2016-02-28,1
62,63820.91,643,39721.26,50.59,0.0,15.1,15192.54,1,20034.39,Male,Full-Time,Master,Car,Central,Married,2014,48,2014-10-13,1
60,,811,8207.24,36.59,4.0,13.9,286.19,2,5353.39,Male,Full-Time,Bachelor,Education,South,Married,2019,48,2019-03-05,0
65,77481.45,697,27197.39,15.75,5.0,3.9,543.93,7,28854.02,Female,Full-Time,Bachelor,Education,West,Single,2013,60,2013-08-11,0
32,35534.29,661,11200.49,21.27,3.0,2.2,7064.95,8,11512.54,Male,Retired,High School,Car,Central,Married,2021,84,2021-12-01,0
69,26383.39,732,22343.15,1.71,4.0,5.6,12518.58,1,7003.9,Male,Self-Employed,Bachelor,Business,Central,Married,2010,60,2010-08-23,0
23,49084.62,585,12005.41,11.2,4.0,0.2,3852.26,4,13820.69,Female,Full-Time,Master,Home,South,Single,2023,36,2023-11-19,0
20,,688,49808.47,10.21,3.0,4.3,11533.26,1,5269.94,Male,Full-Time,High School,Car,West,Divorced,2021,48,2021-02-05,1
47,77590.68,647,22717.95,14.87,2.0,3.6,174.54,1,14838.03,Female,Part-Time,High School,Business,West,Single,2017,36,2017-03-23,0
19,118583.74,559,7412.41,16.5,2.0,0.2,76945.9,4,28650.72,Male,Full-Time,Bachelor,Home,South,Single,2023,24,2023-08-10,1
51,142713.51,751,117970.01,2.11,5.0,3.2,1479.94,4,44514.65,Male,Retired,Master,Car,East,Single,2017,36,2017-03-17,1
32,28849.45,565,22677.06,16.7,,2.5,13356.07,9,6564.41,Female,Self-Employed,PhD,Home,West,Single,2018,36,2018-02-18,1
20,50416.32,732,22506.57,3.66,,17.7,20884.76,9,10727.91,Male,Retired,High School,Medical,Central,Married,2013,12,2013-06-15,0
20,48786.67,700,8970.75,8.88,6.0,,2693.39,2,15333.86,Male,Retired,High School,Medical,Central,Married,2011,36,2011-05-28,0
65,35294.85,727,6692.0,37.08,1.0,,8364.88,1,6061.34,Female,Full-Time,Master,Education,North,Widowed,2011,60,2011-11-06,0
53,81811.0,613,7987.42,12.4,4.0,,1516.34,1,,Male,Full-Time,Bachelor,Car,North,Married,2021,48,2021-03-02,0
41,89508.2,605,27954.23,46.1,1.0,0.0,36895.59,1,29818.81,Male,Part-Time,Bachelor,Education,North,Divorced,2017,36,2017-01-17,1
21,139205.07,635,9404.92,38.07,4.0,1.0,4241.28,9,47709.72,Male,Full-Time,Master,Home,Central,Single,2023,36,2023-09-16,1
38,,566,9635.07,41.23,0.0,1.6,7714.64,5,13266.15,Female,Full-Time,High School,Personal,East,Married,2014,36,2014-02-22,1
20,28163.68,761,12366.43,26.81,3.0,5.3,618.37,0,8748.61,Male,Unemployed,PhD,Home,West,,2018,36,2018-11-12,0
40,35934.87,738,24186.3,28.42,5.0,1.6,2672.72,6,,Male,Full-Time,High School,Medical,East,Single,2014,60,2014-05-09,0
64,31572.97,773,2997.37,19.33,0.0,1.9,4665.3,8,5738.54,Female,Self-Employed,,Car,West,,2021,36,2021-05-12,0
71,17412.61,618,4576.37,10.36,1.0,4.2,10902.93,3,3173.44,Female,Full-Time,Bachelor,Medical,East,Single,2024,48,2024-12-04,0
45,17350.11,640,28673.89,38.08,5.0,4.3,647.35,2,3887.71,Male,Full-Time,High School,Car,South,Single,2017,12,2017-11-24,1
73,51514.52,659,19862.25,57.76,5.0,6.8,14683.42,6,9245.86,Female,Self-Employed,High School,Home,West,Married,2021,84,2021-11-12,0
45,19504.24,601,10234.11,89.39,5.0,4.5,1081.2,6,4488.43,Female,Self-Employed,Master,Medical,West,Married,2023,12,2023-12-28,0
20,49192.53,642,4355.21,18.31,6.0,3.6,2936.07,4,10796.13,Male,Part-Time,High School,Business,Central,Single,2018,60,2018-04-07,0
70,19254.47,724,7891.73,30.79,2.0,3.3,52476.75,0,3557.28,Male,Unemployed,High School,Personal,Central,Married,2022,60,2022-11-16,0
38,74543.04,544,13349.57,25.47,6.0,0.7,92633.78,4,16378.2,Female,Unemployed,Master,Business,West,Married,2012,60,2012-06-22,1
66,18429.1,621,40835.08,32.73,3.0,6.4,5685.86,2,3089.61,Male,Part-Time,,Education,West,Single,2010,24,2010-05-11,1
46,68751.88,774,39243.41,40.19,0.0,2.2,659.78,1,,Female,Full-Time,,Education,South,,2017,36,2017-10-12,0
38,48403.3,609,17365.07,32.14,2.0,8.7,86.67,9,11137.26,Female,Self-Employed,High School,Education,North,Widowed,2015,48,2015-09-21,0
68,154144.04,709,4745.68,41.8,3.0,10.0,11115.95,9,46414.6,Male,Full-Time,,Education,South,Married,2021,36,2021-11-27,0
43,21104.48,728,24671.53,3.2,0.0,13.1,4242.9,6,,Male,Part-Time,High School,Personal,Central,Divorced,2019,60,2019-01-06,0
43,71160.46,574,19816.45,28.48,1.0,8.8,3456.72,8,20150.93,Female,Full-Time,Bachelor,Home,Central,Married,2013,60,2013-01-08,1
19,32946.66,617,85328.11,28.98,1.0,2.8,31629.58,2,7293.97,Male,Retired,,Business,North,Single,2024,60,2024-11-13,1
27,,759,62556.08,23.34,,15.8,2984.87,8,10266.88,Female,Self-Employed,High School,Business,North,Married,2017,36,2017-11-22,1
61,76657.62,564,4801.46,26.45,3.0,7.6,7143.51,8,,Male,Unemployed,High School,Personal,Central,,2014,60,2014-06-20,1
19,25820.44,605,4236.11,47.09,2.0,1.2,29719.06,8,9332.01,Female,Part-Time,Bachelor,Car,South,Divorced,2022,12,2022-11-13,1
36,14036.28,652,15145.87,7.27,4.0,13.7,25764.54,3,3577.3,Male,Self-Employed,,Car,East,,2024,48,2024-09-03,0
52,22352.7,663,51897.01,45.39,3.0,3.9,9990.23,4,4840.26,Female,Full-Time,Bachelor,Business,North,Married,2012,60,2012-01-28,1
34,49211.31,749,10336.47,75.29,2.0,2.3,8804.63,6,8206.9,Male,Part-Time,,Medical,South,Married,2012,24,2012-12-14,0
55,40356.49,667,6647.75,6.79,3.0,1.6,3114.91,0,9553.88,Female,Full-Time,Master,Home,Central,,2016,24,2016-12-05,0
23,39053.62,615,20706.91,54.47,4.0,3.3,1463.47,3,,Male,Full-Time,Master,Home,Central,Married,2019,36,2019-11-04,1
18,70001.7,537,3077.4,9.15,3.0,5.8,22017.8,3,,Female,Full-Time,High School,Car,East,Married,2016,24,2016-09-24,0
23,85585.31,708,85357.31,24.18,6.0,2.6,4306.38,3,16591.76,Male,Full-Time,Bachelor,Business,East,Married,2010,84,2010-05-06,0
56,46086.64,576,12593.15,40.94,3.0,13.3,1143.29,9,17896.35,Female,Part-Time,High School,Personal,South,Single,2013,12,2013-05-19,1
62,31288.65,656,11899.68,21.28,4.0,,2367.1,3,6505.27,Female,Self-Employed,High School,Home,Central,,2018,48,2018-04-04,0
74,56036.07,683,30440.99,11.36,,2.1,1793.94,6,14016.81,Male,Full-Time,High School,Home,West,Married,2010,36,2010-03-20,0
27,128136.41,699,37459.94,28.78,1.0,12.1,1551.98,9,25768.83,Male,Retired,High School,Medical,Central,Married,2018,36,2018-03-03,0
21,74627.83,717,177343.68,44.94,2.0,0.5,4332.66,3,22268.69,Male,Full-Time,Bachelor,Car,Central,Divorced,2021,48,2021-09-24,0
45,57288.03,744,19267.58,21.25,2.0,,11312.9,4,11480.68,Male,Retired,Bachelor,Business,South,Widowed,2021,24,2021-03-22,0
37,54558.93,812,11668.69,50.22,1.0,1.2,25653.45,3,12226.45,Male,Full-Time,High School,Home,North,Single,2014,12,2014-10-12,0
55,133966.67,657,30232.75,11.54,4.0,0.2,11165.17,9,23712.76,Male,Full-Time,High School,Business,South,Divorced,2015,84,2015-04-22,0
61,37944.71,538,5814.28,4.37,1.0,0.4,905.49,5,14575.19,Male,Full-Time,Bachelor,Home,West,,2017,36,2017-04-17,1
56,189569.72,551,52544.98,15.07,1.0,2.4,30438.09,6,44710.54,Female,Retired,PhD,Business,Central,Single,2023,24,2023-06-08,1
19,31646.86,601,14423.11,39.69,2.0,4.0,17445.02,6,8591.63,Female,Full-Time,,Home,Central,,2024,60,2024-09-07,1
50,19082.72,679,23981.55,11.24,6.0,10.6,5810.78,1,,Female,Self-Employed,Bachelor,Business,South,,2020,60,2020-01-26,0
53,34836.26,647,16752.71,15.72,0.0,0.6,2988.49,2,9574.76,Male,Unemployed,Master,Car,West,Single,2019,48,2019-12-26,0
53,40430.88,595,10670.97,15.78,4.0,0.5,4311.77,2,7155.55,Male,Self-Employed,High School,Education,Central,Single,2019,48,2019-11-17,0
68,68168.82,544,14893.75,71.03,6.0,0.6,3118.99,0,26606.65,Female,Full-Time,High School,Car,South,Divorced,2012,84,2012-12-10,1
34,12929.35,573,4432.87,34.36,4.0,1.8,3592.34,9,,Female,Unemployed,High School,Car,West,Widowed,2022,36,2022-12-15,1
22,28343.97,674,2069.37,36.49,,13.7,15215.2,2,5497.28,Male,Self-Employed,,Education,South,,2016,24,2016-08-23,0
69,37113.83,621,19175.1,7.26,,0.4,10939.35,5,13493.49,Female,Full-Time,High School,Personal,East,Single,2013,48,2013-07-08,0
29,49004.88,830,5647.8,42.37,0.0,3.6,4368.92,8,,Female,Full-Time,Bachelor,Business,West,Married,2012,60,2012-11-20,0
49,56603.15,589,14981.36,9.35,3.0,9.1,1799.37,9,19557.42,Male,Self-Employed,PhD,Medical,West,Married,2013,36,2013-04-25,0
31,67514.94,634,37320.24,37.7,,3.4,4611.69,5,13659.63,Male,Part-Time,Bachelor,Medical,East,,2013,60,2013-06-25,1
23,49105.96,766,13538.27,53.24,6.0,,3769.19,4,13792.4,Male,Full-Time,Master,Personal,West,Single,2020,84,2020-05-17,0
47,,570,22286.68,42.94,6.0,9.1,4653.83,3,11095.91,Male,Part-Time,Bachelor,Car,West,Single,2017,36,2017-05-20,0
47,76975.69,639,19190.65,17.71,2.0,1.9,9845.16,7,14554.45,Male,Self-Employed,Master,Education,South,Single,2019,48,2019-08-03,0
71,51810.56,570,4731.9,4.88,6.0,,83793.31,8,,Female,Retired,Bachelor,Personal,Central,,2016,48,2016-09-25,0
29,34912.69,665,26362.22,36.19,,8.5,4022.02,6,13367.88,Female,Part-Time,Master,Business,East,Married,2012,60,2012-02-05,0
60,101095.23,703,9991.99,7.95,1.0,3.9,1553.58,0,,Female,Self-Employed,,Business,South,,2011,60,2011-04-11,0
60,16169.58,619,5671.79,19.11,1.0,0.3,37746.99,5,6066.58,Male,Full-Time,Bachelor,Car,East,,2014,48,2014-09-24,0
32,32970.87,620,8703.24,17.73,3.0,0.8,76942.02,2,11268.37,Male,Full-Time,High School,Business,East,Single,2021,24,2021-09-11,0
40,31038.14,797,7366.95,24.5,6.0,4.0,6294.92,0,9031.61,Male,Retired,High School,Education,South,Married,2012,48,2012-03-01,0
28,17484.34,666,36491.34,32.27,3.0,3.0,,0,5189.77,Male,Self-Employed,Master,Car,West,Married,2020,24,2020-07-11,0
25,54773.81,739,7316.79,36.47,,23.8,12035.04,5,18204.37,Female,Unemployed,Master,Education,North,Married,2017,36,2017-04-06,0
50,56544.64,568,37300.23,31.94,6.0,18.2,4945.98,4,15424.48,Female,Full-Time,Bachelor,Medical,North,Single,2015,48,2015-11-07,1
48,,771,51209.1,11.31,4.0,2.4,32262.17,5,2634.46,Male,Self-Employed,High School,Home,South,,2015,60,2015-05-01,1
64,26318.6,614,104089.3,15.63,1.0,5.1,851.88,1,7037.89,Male,Full-Time,Bachelor,Education,North,Single,2023,36,2023-10-24,0
56,50807.69,849,19668.11,18.85,,16.9,24597.24,2,15741.81,Female,Part-Time,,Personal,North,Married,2014,48,2014-05-24,0
43,12075.69,731,14122.95,20.22,2.0,3.3,1223.75,7,2850.3,Female,Part-Time,High School,Home,West,Divorced,2010,60,2010-10-15,0
29,84516.57,494,7100.1,71.1,3.0,0.9,1705.45,9,25792.97,Male,Retired,PhD,Business,East,Married,2010,36,2010-09-21,1
47,107624.05,760,6390.13,11.77,4.0,0.9,7700.03,2,31766.69,Female,Full-Time,Master,Medical,West,Single,2018,60,2018-05-01,0
32,81864.46,816,24655.26,11.49,6.0,4.6,11974.21,7,16872.69,Female,Full-Time,PhD,Business,South,,2013,48,2013-10-28,0
41,146382.24,546,9418.97,19.47,1.0,5.2,23806.54,2,26870.83,Female,Full-Time,High School,Business,East,Divorced,2016,48,2016-06-03,1
45,72586.53,464,23364.77,32.72,,1.3,36411.09,0,15302.32,Male,Part-Time,Bachelor,Medical,East,Single,2015,36,2015-11-20,0
54,46642.33,735,38201.87,23.7,5.0,0.3,10885.8,5,12673.35,Female,Full-Time,Bachelor,Home,West,Married,2013,84,2013-02-01,0
38,131227.47,768,29779.73,61.95,0.0,,1817.16,8,41574.81,Female,Full-Time,Master,Education,South,Married,2012,36,2012-11-13,1
40,63172.8,690,6459.38,19.29,0.0,0.6,2279.75,6,23142.28,Female,Unemployed,Master,Home,South,,2011,48,2011-02-14,0
55,38649.72,730,20303.96,29.24,5.0,12.7,1067.35,3,10149.19,Female,Full-Time,,Home,North,,2014,48,2014-04-19,0
66,32186.37,622,8019.57,7.84,3.0,1.3,,2,6035.27,Male,Full-Time,Bachelor,Personal,West,Single,2018,60,2018-01-26,1
74,94665.83,543,29557.11,46.1,5.0,1.6,5727.32,0,16449.66,Male,Retired,Bachelor,Medical,North,Married,2010,36,2010-01-26,1
52,60671.7,778,24251.12,39.87,,17.6,80382.68,1,14474.86,Male,Full-Time,Bachelor,Car,North,Married,2017,36,2017-07-07,0
53,168865.71,825,17345.45,23.41,4.0,6.7,789.51,4,45322.23,Female,Full-Time,High School,Home,Central,Married,2024,48,2024-04-09,0
71,69550.89,483,25253.22,26.52,,,10635.49,0,12582.15,Female,Full-Time,Bachelor,Home,South,Married,2014,84,2014-10-12,0
42,31385.1,693,45158.35,23.65,4.0,23.3,2782.73,5,12090.47,Male,Part-Time,PhD,Medical,East,Divorced,2020,24,2020-03-24,0
67,40462.69,833,24812.86,17.8,,3.2,1346.72,6,10368.24,Male,Part-Time,High School,Education,South,Single,2013,48,2013-07-01,0
31,7634.47,680,19932.88,48.67,,2.1,12992.25,9,1767.2,Female,Full-Time,Master,Business,Central,,2021,48,2021-12-26,1
50,100473.56,744,15623.67,16.93,2.0,1.6,417.75,3,16792.57,Male,Self-Employed,Master,Home,North,Divorced,2016,36,2016-02-04,0
49,37637.0,619,4778.76,18.14,,3.8,9871.65,4,7558.78,Female,Full-Time,Bachelor,Personal,East,Married,2012,24,2012-06-03,0
60,39013.57,697,78138.72,9.58,0.0,0.3,1848.9,7,11415.13,Female,Full-Time,Bachelor,Home,East,Single,2016,60,2016-03-11,1
31,58455.61,686,7084.55,9.27,4.0,0.1,508.76,4,14840.67,Female,Full-Time,High School,Education,East,Single,2019,36,2019-02-25,0
51,76053.88,714,2543.58,39.82,3.0,4.5,,4,16041.5,Male,Part-Time,,Business,Central,Divorced,2019,84,2019-10-21,0
31,95937.61,599,58977.47,13.45,0.0,2.9,2765.68,0,19194.18,Male,Retired,,Education,East,Married,2022,36,2022-12-16,0
34,83540.69,708,31504.73,30.93,2.0,,10851.71,0,14003.92,Female,Self-Employed,Bachelor,Home,East,Married,2012,48,2012-02-08,1
56,69500.27,626,29608.49,24.44,0.0,4.6,718.85,0,14111.73,Male,Part-Time,,Car,West,Married,2013,24,2013-02-19,1
45,49791.68,639,13368.72,17.46,6.0,0.2,724.05,6,18603.79,Female,Self-Employed,Bachelor,Education,East,,2020,60,2020-09-12,0
31,30608.57,649,13822.54,17.87,2.0,,7715.91,2,,Male,Full-Time,High School,Car,South,Married,2017,60,2017-08-02,0
65,110175.24,547,24126.67,11.92,5.0,1.0,554.82,7,25929.26,Female,Full-Time,Bachelor,Education,East,Single,2023,24,2023-02-14,1
69,50203.87,532,12990.95,25.6,4.0,2.8,25429.1,1,11890.19,Male,Part-Time,,Car,East,Single,2021,36,2021-07-12,0
25,,733,4490.81,42.18,1.0,,12320.48,0,8749.02,Male,Retired,,Medical,North,Married,2022,60,2022-07-10,1
62,107821.44,755,4984.74,14.49,4.0,6.3,5527.43,0,,Male,Part-Time,,Car,Central,Single,2022,60,2022-12-12,1
51,44328.32,603,9968.97,6.74,4.0,8.5,1451.56,4,8901.8,Male,Full-Time,High School,Car,East,Married,2013,60,2013-09-25,0
56,42760.12,754,5673.55,22.44,2.0,5.7,2086.37,3,,Male,Part-Time,High School,Home,East,Married,2017,60,2017-09-02,0
72,58953.36,654,5475.13,14.81,0.0,1.3,2889.75,0,10479.98,Non-Binary,Full-Time,Bachelor,Medical,North,Single,2024,36,2024-09-18,1
42,53451.93,823,20835.91,65.95,4.0,0.6,498.36,7,10249.08,Female,Full-Time,Bachelor,Home,Central,Single,2015,36,2015-10-21,1
48,38678.7,510,4926.72,27.93,0.0,1.4,4253.48,1,,Male,Full-Time,Bachelor,Business,East,Married,2016,24,2016-09-02,0
28,,670,7969.32,9.01,1.0,5.0,1964.92,1,20670.16,Female,Full-Time,High School,Personal,South,Married,2018,48,2018-10-16,0
67,25269.1,685,39698.85,13.08,4.0,9.8,415.27,2,6438.73,Female,Self-Employed,Bachelor,Education,South,Married,2020,60,2020-05-03,0
45,44271.65,768,1407.57,27.38,3.0,7.5,11884.76,5,9283.42,Female,Full-Time,Bachelor,Personal,South,Divorced,2018,36,2018-04-22,0
61,74984.26,652,4715.87,12.58,4.0,6.4,1082.22,7,18911.59,Female,Self-Employed,Bachelor,Home,Central,Married,2019,84,2019-04-19,0
32,29383.38,629,29864.61,38.63,5.0,3.5,1965.92,6,7378.42,Male,Full-Time,Bachelor,Education,West,Widowed,2022,60,2022-07-19,1
23,34387.01,576,6583.29,24.96,5.0,4.0,3075.68,6,12072.33,Female,Self-Employed,,Car,North,Divorced,2014,36,2014-05-15,0
35,72373.73,524,27624.89,20.89,1.0,0.6,12397.35,3,12252.14,Female,Full-Time,Master,Car,Central,Married,2017,36,2017-09-20,1
21,87073.33,638,17106.75,32.4,5.0,1.6,3890.42,3,23022.83,Male,Part-Time,High School,Car,South,Married,2020,36,2020-11-24,0
65,41788.79,528,13566.25,47.38,1.0,3.3,8944.38,7,8150.99,Male,Retired,Bachelor,Car,South,Divorced,2020,84,2020-11-13,1
27,78195.83,740,22294.9,17.26,4.0,2.7,9323.01,1,17567.63,Female,Unemployed,High School,Medical,North,Married,2014,48,2014-05-22,0
51,59211.18,682,21974.69,52.84,5.0,6.6,356.56,0,11109.16,Female,Self-Employed,Bachelor,Home,East,Married,2021,48,2021-09-05,0
66,131692.71,523,12552.18,16.46,2.0,,17894.15,6,26227.39,Male,Full-Time,PhD,Business,South,Divorced,2015,48,2015-05-14,0
29,,660,5811.46,29.41,3.0,9.0,16687.88,5,13109.74,Male,Full-Time,Bachelor,Medical,South,Single,2017,48,2017-05-13,0
21,47264.64,493,25916.93,11.03,4.0,0.9,18881.62,4,17882.41,Female,Full-Time,Bachelor,Personal,West,Married,2012,48,2012-05-27,1
72,34190.06,704,28064.34,19.5,4.0,,3630.04,1,9861.47,Female,Retired,PhD,Business,Central,Divorced,2020,36,2020-10-07,1
46,125302.01,677,18453.11,38.86,1.0,5.2,1537.91,0,20956.78,Female,Part-Time,,Car,East,Married,2021,60,2021-01-25,0
53,21141.7,659,16245.82,30.77,2.0,1.4,3299.86,7,4302.75,Female,Unemployed,Master,Education,East,Married,2022,84,2022-03-02,0
62,35095.77,557,14240.07,9.64,6.0,,,7,6380.44,Male,Full-Time,,Education,Central,Single,2021,48,2021-04-19,1
68,114948.73,650,9896.68,9.2,4.0,5.1,312.67,5,31000.64,Female,Self-Employed,High School,Car,East,Divorced,2017,60,2017-09-19,0
74,53889.8,616,14321.36,68.21,2.0,2.3,12876.45,9,14106.91,Male,Part-Time,,Business,East,Widowed,2019,84,2019-04-13,1
45,26617.57,618,17623.39,20.22,4.0,2.2,2420.5,0,,Male,Full-Time,Master,Education,West,Single,2016,48,2016-10-16,0
46,54768.44,671,11741.68,37.27,6.0,1.4,2968.59,9,13979.31,Female,Full-Time,Master,Car,Central,,2017,60,2017-09-02,1
68,39395.84,526,16714.24,20.19,0.0,0.9,15415.13,1,7764.66,Male,Full-Time,,Home,North,Single,2021,24,2021-09-11,0
56,31586.96,584,24831.54,53.5,1.0,4.7,619.24,2,5382.16,Male,Full-Time,Master,Car,South,Single,2010,60,2010-04-13,1
25,49330.17,672,20175.9,16.89,4.0,1.0,3879.23,4,,Female,Full-Time,High School,Home,East,Single,2015,36,2015-03-07,0
46,49168.73,735,10501.27,42.0,2.0,3.7,3986.05,4,8900.62,Female,Part-Time,,Personal,West,Divorced,2024,36,2024-07-06,0
58,38550.2,636,41350.86,63.72,1.0,,11631.32,0,,Female,Part-Time,Bachelor,Car,East,Married,2020,60,2020-10-03,1
44,73113.76,536,6017.98,31.46,2.0,12.0,2203.13,0,,Female,Unemployed,High School,Education,South,Divorced,2021,48,2021-07-13,0
72,,761,1715.5,24.73,3.0,4.3,3801.04,5,17825.04,Male,Unemployed,Bachelor,Education,West,Married,2023,36,2023-10-05,0
61,19479.77,702,17171.08,48.12,4.0,0.8,27255.88,7,5936.61,Female,Full-Time,High School,Education,North,Divorced,2023,12,2023-11-18,1
23,11692.6,599,21145.04,19.55,6.0,0.6,719.14,8,4364.22,Female,Retired,Master,Car,Central,Single,2019,60,2019-02-16,1
58,41412.1,466,46245.9,38.06,5.0,2.3,7878.16,6,7286.46,Female,Part-Time,Bachelor,Car,West,Divorced,2024,36,2024-07-02,0
55,72419.51,611,9105.83,36.05,5.0,14.3,801.58,2,22316.33,Male,Unemployed,,Medical,West,Widowed,2010,36,2010-06-07,0
45,65582.07,794,6001.06,46.16,6.0,0.5,97232.15,0,15116.77,Female,Retired,High School,Home,North,Single,2024,60,2024-03-18,1
56,50433.89,630,13967.27,18.17,5.0,2.3,1918.61,0,9437.41,Female,Self-Employed,Bachelor,Home,West,Married,2012,48,2012-11-23,0
42,53599.06,652,12604.6,34.03,5.0,,6214.22,6,,Male,Full-Time,Master,Home,West,Married,2016,36,2016-06-27,0
65,68805.18,600,10867.63,18.46,6.0,2.9,669.96,4,19649.81,Female,Retired,Bachelor,Home,Central,Married,2012,60,2012-09-04,0
41,175585.5,749,73714.14,11.51,6.0,16.2,7861.2,6,33793.96,Female,Full-Time,PhD,Personal,North,Single,2017,84,2017-03-27,0
44,85651.14,577,36213.13,6.88,4.0,6.7,2121.31,4,,Male,Full-Time,Bachelor,Business,Central,Single,2010,84,2010-02-28,1
71,51203.83,850,8464.62,24.01,5.0,3.4,2227.4,0,9293.64,Female,Full-Time,Bachelor,Car,Central,,2019,60,2019-04-21,0
21,64524.92,587,11715.53,20.65,6.0,2.2,4109.36,6,18849.53,Female,Part-Time,Bachelor,Home,South,Married,2017,36,2017-09-13,1
30,42484.84,768,18336.82,48.39,0.0,22.5,4758.48,3,13265.24,Female,Unemployed,High School,Personal,Central,Married,2020,60,2020-11-01,0
